Author,Source,Inhibitor,Name,ratetot,ratetot source,ratefall,ratepreplantspring,rateatplantoremerg,ratesidedresspostemerg,ratesplit2,ratesplit3,apptime,split,dateN,datesplit,datesplit2,fallorspring,place,place2,slope,dateplant,dateharvest,state,country,county,LRR,MLRA,lat,lon,rot,till,MAP worldclim (mm),MAT,sseries,sclass,sorder,stext,stextgrp,sand,clay,pH,pHmeth,SOM,SOC,bulkdensity,WFPS,tempmax,tempmin,precipann,preciprep,precipest,irrig,irrigapp,drainage,n2o-days,n2o,n2o source,n2o-n,n2o-sd,n2o-sd source,n2o-se,n2o-se source,n2o-per,n2o-yldsc,n2o-yldsc source,n2o-yldsc-se,n2o-yldsc-se  source,yld,yield source,yld-n,yld-sd,yld-sd source,yld-se,yld-se source,NUE,plotsize-m2,leach,leach source,leach-n,leach-sd,leach-sd source,leach-se,leach-se source,leach-yldsc,leach-yldsc-se,reps,,,,,,,,,,
Gordon 14,UAN,none,UAN,240,paper,0,240,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,9.2,avg. 3 yrs,12,.,,.,,6.25,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,S.R,UAN+Nutrisphere,80,paper,0,80,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,8.6,avg. 3 yrs,12,.,,.,,11.25,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,S.R,UAN+Nutrisphere,160,paper,0,160,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,9.7,avg. 3 yrs,12,.,,.,,12.5,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,S.R,UAN+Nutrisphere,240,paper,0,240,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,10,avg. 3 yrs,12,.,,.,,9.58,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,NBPT+DCD,UAN+Agrotain+,80,paper,0,80,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,8.4,avg. 3 yrs,12,.,,.,,8.75,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,NBPT+DCD,UAN+Agrotain+,160,paper,0,160,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,9.5,avg. 3 yrs,12,.,,.,,11.25,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Gordon 14,UAN,NBPT+DCD,UAN+Agrotain+,240,paper,0,240,0,0,0,0,at planting,single,4/15/07,1/1/11,1/1/11,spring,broadcast,none,none,4/14/07,10/1/07,Kansas,USA,Riley,H,74,39.75,-97.84,CC,no-till,858,12.2,Crete silt loam,"fine, smectitic, mesic Pachic Udertic Arguistolls",Mollisol,silt loam,fine,7,30,6.8,.,2,1.16,1.37,.,39.5,-2.5,962.67,.,726.67,irrigated,156,,N/A,N/A,,N/A,N/A,,N/A,,N/A,N/A,.,N/A,.,9.9,avg. 3 yrs,12,.,,.,,9.17,28,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Halvorson 10 jeq,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.865,author,3,0.174,author,0.1,calc. from sd,season,71.6,calc.,.,.,14.306,paper,3,1.582,author,0.913,calc. from sd,17.71,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,PCF,ESN,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.646,author,3,0.166,author,0.096,calc. from sd,season,58.6,calc.,.,.,13.042,paper,3,1.087,author,0.628,calc. from sd,12.57,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,PCF,Duration III,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.632,author,3,0.218,author,0.126,calc. from sd,season,54.8,calc.,.,.,13.642,paper,3,1.367,author,0.789,calc. from sd,15.01,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,NBPT+DCD,Super U,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.529,author,3,0.1,author,0.058,calc. from sd,season,46.5,calc.,.,.,13.469,paper,3,1.789,author,1.033,calc. from sd,14.3,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,UAN,none,UAN,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.715,author,3,0.103,author,0.059,calc. from sd,season,66.2,calc.,.,.,12.782,paper,3,1.534,author,0.886,calc. from sd,11.51,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,UAN,NBPT+DCD,UAN+Agrotain+,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.53,author,3,0.146,author,0.084,calc. from sd,season,47.1,calc.,.,.,13.303,paper,3,1.624,author,0.938,calc. from sd,13.63,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/17/07,10/24/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,63,37.5,-6,369,201,263,irrigated,406,,169,0.164,author,3,0.022,author,0.013,calc. from sd,season,19.5,calc.,.,.,9.950,paper,3,0.808,author,0.467,calc. from sd,99999,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,none,urea,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.805,paper,3,0.181,author,0.105,calc. from sd,season,85.2,calc.,.,.,11.185,paper,3,1.151,author,0.665,calc. from sd,13.36,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,PCF,ESN,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.462,paper,3,0.112,author,0.065,calc. from sd,season,47.7,calc.,.,.,11.451,paper,3,1.386,author,0.8,calc. from sd,14.44,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,PCF,Duration III,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.519,paper,3,0.139,author,0.08,calc. from sd,season,55.4,calc.,.,.,11.084,paper,3,0.887,author,0.512,calc. from sd,12.95,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,urea,NBPT+DCD,Super U,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.334,paper,3,0.044,author,0.025,calc. from sd,season,38.2,calc.,.,.,10.350,paper,3,1.477,author,0.853,calc. from sd,9.97,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,UAN,none,UAN,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.504,paper,3,0.124,author,0.072,calc. from sd,season,54.5,calc.,.,.,10.948,paper,3,1.064,author,0.614,calc. from sd,12.4,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,UAN,NBPT+DCD,UAN+Agrotain+,202,paper,0,0,202,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.263,paper,3,0.032,author,0.018,calc. from sd,season,26.2,calc.,.,.,11.898,paper,3,0.765,author,0.442,calc. from sd,16.26,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 jeq,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/19/08,10/28/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.3,33.3,7.6,.,2.16,1.25,1.39,55,37.5,-6.5,376,241,277,irrigated,360,,173,0.15,paper,3,0.043,author,0.025,calc. from sd,season,22.5,calc.,.,.,7.898,paper,3,0.464,author,0.268,calc. from sd,99999,21.02,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6,369,201,242,irrigated,406,,158,1.135,paper,3,0.148,author,0.085,calc. from sd,season,116.6,calc.,.,.,11.52,paper,3,0.26,author,0.15,calc. from sd,21.71,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,PCF,ESN,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6,369,201,242,irrigated,406,,158,0.516,paper,3,0.085,author,0.049,calc. from sd,season,48.74,calc.,.,.,12.53,paper,3,0.171,author,0.099,calc. from sd,25.81,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6,369,201,242,irrigated,406,,158,0.184,paper,3,0.053,author,0.031,calc. from sd,season,35.23,calc.,.,.,6.18,paper,3,0.298,author,0.172,calc. from sd,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6.5,376,241,296,irrigated,360,,160,0.794,paper,3,0.414,author,0.239,calc. from sd,season,103.6,calc.,.,.,9.07,paper,3,1.311,author,0.757,calc. from sd,16.71,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,PCF,ESN,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6.5,376,241,296,irrigated,360,,160,0.471,paper,3,0.106,author,0.061,calc. from sd,season,57.52,calc.,.,.,9.69,paper,3,0.507,author,0.293,calc. from sd,19.23,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,30.7,33,7.79,.,2.29,1.33,1.46,65,37.5,-6.5,376,241,296,irrigated,360,,160,0.121,paper,3,0.011,author,0.006,calc. from sd,season,28.87,calc.,.,.,4.96,paper,3,0.238,author,0.137,calc. from sd,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,61,37.5,-6,369,201,242,irrigated,406,,158,2.212,paper,3,0.369,author,0.213,calc. from sd,season,211.79,calc.,.,.,12.36,paper,3,0.306,author,0.177,calc. from sd,23.94,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,PCF,ESN,246,paper,0,0,246,0,0,0,at planting,single,5/17/07,1/1/11,1/1/11,spring,surface band,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,61,37.5,-6,369,201,242,irrigated,406,,158,1.903,paper,3,0.537,author,0.31,calc. from sd,season,191.02,calc.,.,.,11.79,paper,3,0.319,author,0.184,calc. from sd,21.63,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/17/07,10/12/07,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,61,37.5,-6,369,201,242,irrigated,406,,158,0.202,paper,3,0.026,author,0.015,calc. from sd,season,36.95,calc.,.,.,6.47,paper,3,0.835,author,0.482,calc. from sd,0,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,59,37.5,-6.5,376,241,296,irrigated,360,,160,2.385,paper,3,0.691,author,0.399,calc. from sd,season,272.7,calc.,.,.,10.35,paper,3,0.611,author,0.353,calc. from sd,16.34,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,PCF,ESN,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,59,37.5,-6.5,376,241,296,irrigated,360,,160,2.598,paper,3,1.464,author,0.845,calc. from sd,season,287.07,calc.,.,.,10.71,paper,3,0.308,author,0.178,calc. from sd,17.8,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CC,tilled,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.9,33.7,7.9,.,1.98,1.15,1.32,59,37.5,-6.5,376,241,296,irrigated,360,,160,0.212,paper,3,0.028,author,0.016,calc. from sd,season,39.63,calc.,.,.,6.33,paper,3,0.326,author,0.188,calc. from sd,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CS,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,33.4,8.01,.,2.10,1.22,1.45,64,37.5,-6.5,376,241,296,irrigated,360,,160,0.791,paper,3,0.481,author,0.278,calc. from sd,season,102.42,calc.,.,.,9.14,paper,3,0.691,author,0.399,calc. from sd,15.89,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,NBPT+DCD,Super U,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CS,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,33.4,8.01,.,2.10,1.22,1.45,64,37.5,-6.5,376,241,296,irrigated,360,,160,0.365,paper,3,0.138,author,0.08,calc. from sd,season,46.1,calc.,.,.,9.37,paper,3,0.714,author,0.412,calc. from sd,16.83,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CS,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,33.4,8.01,.,2.10,1.22,1.45,64,37.5,-6.5,376,241,296,irrigated,360,,160,0.14,paper,3,0.036,author,0.021,calc. from sd,season,31.68,calc.,.,.,5.23,paper,3,0.902,author,0.521,calc. from sd,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,none,urea,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CB,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,32.1,7.79,.,2.10,1.22,1.53,60,37.5,-6.5,376,241,296,irrigated,360,,160,0.828,paper,3,0.272,author,0.157,calc. from sd,season,100.5,calc.,.,.,9.75,paper,3,0.361,author,0.208,calc. from sd,8.7,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,urea,NBPT+DCD,Super U,246,paper,0,0,246,0,0,0,at planting,single,5/19/08,1/1/11,1/1/11,spring,surface band,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CB,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,32.1,7.79,.,2.10,1.22,1.53,60,37.5,-6.5,376,241,296,irrigated,360,,160,0.409,paper,3,0.127,author,0.073,calc. from sd,season,48.79,calc.,.,.,9.92,paper,3,0.34,author,0.196,calc. from sd,9.39,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
Halvorson 10 sssaj,control,control,control,0,paper,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,5/19/08,10/16/08,Colorado,USA,Larimer,G,67B,40.65,-104.98,CB,no-till,364,8.8,Fort Collins clay loam,"fine-loamy, mixed, superactive, mesic Aridic Haplustalfs",Alfisol,clay loam,fine,40.2,32.1,7.79,.,2.10,1.22,1.53,60,37.5,-6.5,376,241,296,irrigated,360,,160,0.188,paper,3,0.039,author,0.023,calc. from sd,season,29.24,calc.,.,.,7.61,paper,3,0.824,author,0.476,calc. from sd,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,3,,,,,,,,,,
