Author,Source,Inhibitor,Name,ratetot,ratetot source,ratefall,ratepreplantspring,rateatplantoremerg,ratesidedresspostemerg,ratesplit2,ratesplit3,apptime,split,dateN,datesplit,datesplit2,fallorspring,place,place2,slope,dateplant,dateharvest,state,country,county,LRR,MLRA,lat,lon,rot,till,MAP worldclim (mm),MAT,sseries,sclass,sorder,stext,stextgrp,sand,clay,pH,pHmeth,SOM,SOC,bulkdensity,WFPS,tempmax,tempmin,precipann,preciprep,precipest,irrig,irrigapp,drainage,n2o-days,n2o,n2o source,n2o-n,n2o-sd,n2o-sd source,n2o-se,n2o-se source,n2o-per,n2o-yldsc,n2o-yldsc source,n2o-yldsc-se,n2o-yldsc-se  source,yld,yield source,yld-n,yld-sd,yld-sd source,yld-se,yld-se source,NUE,plotsize-m2,leach,leach source,leach-n,leach-sd,leach-sd source,leach-se,leach-se source,leach-yldsc,leach-yldsc-se,reps,,,,,,,,,,
Bundy 07,urea,none,urea,230,paper,0,0,6,224,0,0,sidedress,single,6/8/05,1/1/11,1/1/11,spring,subsurface band,none,none,4/27/05,10/6/05,Wisonsin,USA,Waushara,K,95A,44.13,-89.52,CC,tilled,806,11.9,Plainfield loamy sand,"mixed, mesic, Typic Udipsamments",Entisol,loamy sand,mixed,85,3.5,6.2,.,1.25,0.73,1.57,.,34.5,-14.5,818,480,602,irrigated,254,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.35,from dry wt to 15.5%,4,.,.,.,.,23.17,39.1,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Burzaco 14,UAN,none,UAN,22,paper,0,0,22,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,6.4,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,22,paper,0,0,22,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,6.2,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,none,UAN,112,paper,0,0,112,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,9.3,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,112,paper,0,0,112,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,9.9,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,none,UAN,202,paper,0,0,202,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,202,paper,0,0,202,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.1,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,none,UAN,22,paper,0,0,22,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,6.5,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,22,paper,0,0,22,0,0,0,at planting,single,5/5/11,1/1/11,1/1/11,spring,subsurface band,none,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,6.2,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,none,UAN,112,paper,0,0,22,90,0,0,sidedress,split,5/5/11,6/4/11,1/1/11,spring,subsurface band,subsurface band,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.1,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,112,paper,0,0,22,90,0,0,sidedress,split,5/5/11,6/4/11,1/1/11,spring,subsurface band,subsurface band,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.5,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,none,UAN,202,paper,0,0,22,180,0,0,sidedress,split,5/5/11,6/4/11,1/1/11,spring,subsurface band,subsurface band,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.2,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Burzaco 14,UAN,nitrapyrin,UAN+Instinct,202,paper,0,0,22,180,0,0,sidedress,split,5/5/11,6/4/11,1/1/11,spring,subsurface band,subsurface band,none,5/5/11,10/15/11,Indiana,USA,"Tippecanoe, Laporte",M,111D,40.955,-86.975,CS,tilled,975,10.15,Chalmers silty clay loam,"fine-silty, mixed, superactive, mesic Typic Endoaquoll (ACRE)",Mollisol,silty clay loam,fine,10,31,6.1,.,2.98,1.73,1.48,.,35,-2.5,1104,.,699.5,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.3,avg. over 3 site years,18,.,.,.,.,.,121.5,N/A,,N/A,N/A,,N/A,,N/A,N/A,6,,,,,,,,,,
Ebelhar 07,control,control,control,0,author,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.75,author,4,0.82,calc/raw data,0.41,calc/raw data,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,none,urea,67,author,0,0,67,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,9.66,author,4,0.70,calc/raw data,0.35,calc/raw data,31.83,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,none,urea,134,author,0,0,134,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.52,author,4,1.17,calc/raw data,0.58,calc/raw data,31.42,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,none,urea,201,author,0,0,201,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.29,author,4,1.20,calc/raw data,0.60,calc/raw data,25.22,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,none,urea,268,author,0,0,268,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.75,author,4,0.75,calc/raw data,0.38,calc/raw data,20.83,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,control,control,control,0,author,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.75,author,4,0.82,calc/raw data,0.41,calc/raw data,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT,urea+Agrotain,67,author,0,0,67,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.25,author,4,0.48,calc/raw data,0.24,calc/raw data,41.67,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT,urea+Agrotain,134,author,0,0,134,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.99,author,4,0.12,calc/raw data,0.06,calc/raw data,35.33,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT,urea+Agrotain,201,author,0,0,201,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.42,author,4,0.76,calc/raw data,0.38,calc/raw data,25.94,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT,urea+Agrotain,268,author,0,0,268,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,13.08,author,4,0.46,calc/raw data,0.23,calc/raw data,22.21,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,control,control,control,0,author,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.75,author,4,0.82,calc/raw data,0.41,calc/raw data,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,PCF,ESN,67,author,0,0,67,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.56,author,4,1.35,calc/raw data,0.68,calc/raw data,46.83,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,PCF,ESN,134,author,0,0,134,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.62,author,4,1.80,calc/raw data,0.90,calc/raw data,32.25,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,PCF,ESN,201,author,0,0,201,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.16,author,4,1.48,calc/raw data,0.74,calc/raw data,24.5,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,PCF,ESN,268,author,0,0,268,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,13.36,author,4,0.59,calc/raw data,0.29,calc/raw data,23.38,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,control,control,control,0,author,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.75,author,4,0.82,calc/raw data,0.41,calc/raw data,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT+DCD,Super U,67,author,0,0,67,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,10.34,author,4,1.11,calc/raw data,0.55,calc/raw data,43.17,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT+DCD,Super U,134,author,0,0,134,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.68,author,4,1.04,calc/raw data,0.52,calc/raw data,41.08,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT+DCD,Super U,201,author,0,0,201,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,13.54,author,4,0.98,calc/raw data,0.49,calc/raw data,32.17,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,urea,NBPT+DCD,Super U,268,author,0,0,268,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.97,author,4,1.14,calc/raw data,0.57,calc/raw data,21.75,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,control,control,control,0,author,0,0,0,0,0,0,none,none,1/1/11,1/1/11,1/1/11,none,none,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,7.75,author,4,0.82,calc/raw data,0.41,calc/raw data,99999,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,UAN,none,UAN,67,author,0,0,67,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,9.97,author,4,0.36,calc/raw data,0.18,calc/raw data,37,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,UAN,none,UAN,134,author,0,0,134,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.22,author,4,0.74,calc/raw data,0.37,calc/raw data,28.92,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,UAN,none,UAN,201,author,0,0,201,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,11.95,author,4,0.62,calc/raw data,0.31,calc/raw data,23.33,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
Ebelhar 07,UAN,none,UAN,268,author,0,0,268,0,0,0,at planting,single,4/20/07,1/1/11,1/1/11,spring,broadcast incorp.,none,none,4/20/07,9/26/07,Illinois,USA,St . Clair,M,114B,38.5185,-89.8407,CC,tilled,955,13,Bethalto silt loam,"Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs",Alfisol,silt loam,fine,4,22,6.9,water,2.5,1.45,1.25,.,39.5,-2.5,857,472.69,442,rainfed,0,,N/A,N/A,.,N/A,N/A,.,N/A,.,N/A,N/A,.,N/A,.,12.65,author,4,0.96,calc/raw data,0.48,calc/raw data,20.42,.,N/A,,N/A,N/A,,N/A,,N/A,N/A,4,,,,,,,,,,
